source,target,amount,is_fraud
B17009,B17016,3630.6163263646363,1
B17009,B17017,4644.182984285268,1
B17015,B17016,1789.4850945881049,1
B17015,B17017,1168.638620446905,1
B17016,B17017,4866.845608709416,1
B17018,B17020,3418.138890248673,1
B17018,B17025,4692.976837868593,1
B17018,B17026,3070.7121507002344,1
B17018,B17028,2308.4433025368744,1
B17020,B17025,3643.021818302882,1
B17020,B17026,4648.932317946836,1
B17020,B17028,3839.731144445482,1
B17025,B17026,4417.678150526373,1
B17025,B17028,1206.818251297332,1
B17026,B17028,3843.0031260040005,1
B17031,B17033,4921.853776676564,1
B17031,B17039,4166.938212442743,1
B17031,B17047,1874.1855405359006,1
B17031,B17050,4492.416401224001,1
B17033,B17039,2415.2809068204965,1
B17033,B17047,4309.376170531743,1
B17033,B17050,4993.1318886650115,1
B17039,B17047,1978.9685843045545,1
B17039,B17050,2967.696121822838,1
B17047,B17050,3219.516367454785,1
B17051,B17056,1404.4603957928446,1
B17051,B17063,3239.9832466117923,1
B17051,B17066,2546.1095564998914,1
B17051,B17068,3793.649646020147,1
B17056,B17063,4968.313551188578,1
B17056,B17066,1790.9766623601176,1
B17056,B17068,1349.3480834920613,1
B17063,B17066,1564.0979066746459,1
B17063,B17068,2324.8605774969355,1
B17066,B17068,4712.860198199485,1
B17070,B17072,2836.285554691045,1
B17070,B17073,4391.87880513032,1
B17070,B17077,3400.983549269798,1
B17070,B17078,4567.235934839694,1
B17072,B17073,1070.4639234871802,1
B17072,B17077,2388.5222368108975,1
B17072,B17078,2452.155883706798,1
B17073,B17077,4658.126357813299,1
B17073,B17078,1796.8492836644914,1
B17077,B17078,1892.3795718750598,1
B17079,B17088,1235.0139775345347,1
B17079,B17094,1958.743375948793,1
B17079,B17095,2223.604261338303,1
B17079,B17097,1615.2572672669105,1
B17088,B17094,2174.6164031495064,1
B17088,B17095,2647.5988422970036,1
B17088,B17097,2040.0717206138052,1
B17094,B17095,4732.342140563254,1
B17094,B17097,3238.7444880360845,1
B17095,B17097,2296.6887109777626,1
B17100,B17104,4817.359589244166,1
B17100,B17108,2155.609325370129,1
B17100,B17110,4144.686778995092,1
B17100,B17111,2083.0649625396745,1
B17104,B17108,4781.535489800727,1
B17104,B17110,2814.138069324446,1
B17104,B17111,3091.803331951502,1
B17108,B17110,3054.1324966652032,1
B17108,B17111,4205.994732122027,1
B17110,B17111,2932.212406120903,1
B17113,B17116,4461.579335983413,1
B17113,B17121,2286.1861078279317,1
B17113,B17122,3654.64212828478,1
B17113,B17123,1602.152010891456,1
B17116,B17121,2942.591082196332,1
B17116,B17122,3490.6290463681635,1
B17116,B17123,1779.2581684924412,1
B17121,B17122,1273.6226136779458,1
B17121,B17123,1560.1530083785701,1
B17122,B17123,3594.55770747402,1
B17126,B17129,1355.2625829866981,1
B17126,B17136,2664.7336384542396,1
B17126,B17137,3583.4499883284293,1
B17126,B17142,4015.4418521543867,1
B17129,B17136,2912.531999747253,1
B17129,B17137,4396.077122741155,1
B17129,B17142,1321.1702821085266,1
B17136,B17137,2308.741077070197,1
B17136,B17142,3858.6853620668085,1
B17137,B17142,2683.1146172552462,1
B17152,B17156,3561.1597746422703,1
B17152,B17163,4147.102662973323,1
B17152,B17164,3530.7022776559675,1
B17152,B17166,4919.832532840203,1
B17156,B17163,2669.993210467991,1
B17156,B17164,3273.4256976920055,1
B17156,B17166,1735.2775400853993,1
B17163,B17164,3953.92656649017,1
B17163,B17166,2520.4063626083052,1
B17164,B17166,2389.7429386761787,1
B17171,B17177,4149.673072261929,1
B17171,B17179,2724.6498276345046,1
B17171,B17183,2250.8278167008166,1
B17171,B17187,3299.0723716571847,1
B17177,B17179,1757.9819233597868,1
B17177,B17183,3796.350998748209,1
B17177,B17187,4926.439088621077,1
B17179,B17183,1060.91933165106,1
B17179,B17187,4816.487742969792,1
B17183,B17187,2513.772179692044,1
B17188,B17193,1087.8726771107558,1
B17188,B17201,3549.810171184022,1
B17188,B17202,3041.779192423739,1
B17188,B17203,2297.3353655307988,1
B17193,B17201,1563.2759659883914,1
B17193,B17202,1090.5535106417249,1
B17193,B17203,2394.669710444073,1
B17201,B17202,1371.2371068931736,1
B17201,B17203,1244.253661631503,1
B17202,B17203,2242.392908131917,1
B17206,B17212,1666.8075974327462,1
B17206,B17220,4164.847224576345,1
B17206,B17221,3048.104836758326,1
B17206,B17226,1457.4337861226848,1
B17212,B17220,3727.5293022220903,1
B17212,B17221,4417.1220819594855,1
B17212,B17226,2131.5669761490426,1
B17220,B17221,4178.288721064449,1
B17220,B17226,3408.957398181645,1
B17221,B17226,4083.839620090633,1
B17228,B17232,3805.2390398540697,1
B17228,B17236,3545.622637429318,1
B17228,B17248,2067.044394060823,1
B17228,B17250,3275.993862392977,1
B17232,B17236,2541.8461711027967,1
B17232,B17248,2414.940306607048,1
B17232,B17250,1697.9674001701078,1
B17236,B17248,1855.800626560132,1
B17236,B17250,2630.883956390046,1
B17248,B17250,4266.76756248159,1
B17251,B17254,2745.9339368674414,1
B17251,B17256,3048.287715680355,1
B17251,B17260,4961.805855914971,1
B17251,B17265,4394.979731783169,1
B17254,B17256,3666.3667026069315,1
B17254,B17260,3659.1027571049117,1
B17254,B17265,4769.539018102443,1
B17256,B17260,4603.338988731629,1
B17256,B17265,2305.812684678215,1
B17260,B17265,1684.1646540036766,1
B17267,B17269,3173.2096288504345,1
B17267,B17272,2038.3907438508863,1
B17267,B17274,1555.5480273105004,1
B17267,B17275,4685.43577081109,1
B17269,B17272,3755.183453864274,1
B17269,B17274,4687.853974592616,1
B17269,B17275,3611.5117976705087,1
B17272,B17274,1048.449175723995,1
B17272,B17275,2088.55127722221,1
B17274,B17275,3896.8736860860627,1
B17276,B17281,4136.4945548424685,1
B17276,B17284,2761.1216223384795,1
B17276,B17292,3101.9550805444205,1
B17276,B17293,1198.5740126443459,1
B17281,B17284,1958.8215216399622,1
B17281,B17292,1782.1149924670783,1
B17281,B17293,4554.316164296921,1
B17284,B17292,1599.538427081202,1
B17284,B17293,4773.00364999135,1
B17292,B17293,2200.6371589586597,1
B17296,B17301,2978.0966737607087,1
B17296,B17302,1033.3295822890286,1
B17296,B17303,2031.0771742665152,1
B17296,B17305,4664.237681427267,1
B17301,B17302,2471.2867645531005,1
B17301,B17303,4891.02460245753,1
B17301,B17305,3741.5970388316878,1
B17302,B17303,2283.577141004026,1
B17302,B17305,2905.5239034520737,1
B17303,B17305,2708.3010066131146,1
B17306,B17315,1862.8636529601476,1
B17306,B17326,1664.5649298352514,1
B17306,B17332,1212.1124318991533,1
B17306,B17334,1454.9788307569024,1
B17315,B17326,1561.362587156092,1
B17315,B17332,2348.6228843658637,1
B17315,B17334,4294.922341387693,1
B17326,B17332,4497.23733969444,1
B17326,B17334,2156.7289365231145,1
B17332,B17334,3066.85319240895,1
B17335,B17341,4146.744462492168,1
B17335,B17343,2696.2833014555595,1
B17335,B17347,4808.6154478182,1
B17335,B17348,1592.2800463495355,1
B17341,B17343,3847.8327615059284,1
B17341,B17347,3281.3088127121514,1
B17341,B17348,2723.26572961082,1
B17343,B17347,4496.719358741448,1
B17343,B17348,4750.494914709262,1
B17347,B17348,4658.854202359655,1
B17360,B17361,2177.245826766699,1
B17360,B17366,3729.5105022000976,1
B17360,B17369,2924.6486407137763,1
B17360,B17371,2012.7520662166535,1
B17361,B17366,1594.5768068782154,1
B17361,B17369,1923.30078193002,1
B17361,B17371,3456.382041239024,1
B17366,B17369,1354.2539693967287,1
B17366,B17371,1331.2945982520782,1
B17369,B17371,4569.670162174185,1
B17372,B17377,4991.49830302852,1
B17372,B17378,1687.025755397276,1
B17372,B17380,2160.4155570873445,1
B17372,B17387,4086.3118788487996,1
B17377,B17378,4068.62869760044,1
B17377,B17380,2831.6876909683424,1
B17377,B17387,4151.092006274532,1
B17378,B17380,3989.6811561503423,1
B17378,B17387,1018.8072609007928,1
B17380,B17387,2326.266371343845,1
B17388,B17393,2791.0205758221236,1
B17388,B17394,2852.026726446854,1
B17388,B17395,1396.6098765372901,1
B17388,B17399,1858.238765286299,1
B17393,B17394,1572.0344370863702,1
B17393,B17395,4908.276882669683,1
B17393,B17399,2053.856660897478,1
B17394,B17395,1180.3339888706055,1
B17394,B17399,3575.5968441359955,1
B17395,B17399,3479.000741719008,1
B17401,B17402,2334.8237657177297,1
B17401,B17403,3736.347159596318,1
B17401,B17406,2840.6934415196442,1
B17401,B17412,1216.6031087333736,1
B17402,B17403,3808.5515877645576,1
B17402,B17406,3157.38022884248,1
B17402,B17412,2099.8728297180132,1
B17403,B17406,2305.4894573352117,1
B17403,B17412,4763.671487577302,1
B17406,B17412,3930.6122492567342,1
B17415,B17422,2706.56476733182,1
B17415,B17423,1793.4694941349858,1
B17415,B17424,4554.724858287873,1
B17415,B17426,3618.437129561331,1
B17422,B17423,2766.1906822467645,1
B17422,B17424,3276.0019782927066,1
B17422,B17426,3054.069529563312,1
B17423,B17424,1324.084165075408,1
B17423,B17426,1742.4423649010641,1
B17424,B17426,1659.9453442605836,1
B17427,B17430,3936.9509185295515,1
B17427,B17432,1477.9760531289253,1
B17427,B17433,1524.0865935581733,1
B17427,B17437,1642.7905759417886,1
B17430,B17432,4944.560838271516,1
B17430,B17433,4121.55605241459,1
B17430,B17437,2844.8243917286427,1
B17432,B17433,1764.480266222849,1
B17432,B17437,1311.733887446881,1
B17433,B17437,3896.5039665199174,1
B17438,B17440,1437.500641456511,1
B17438,B17441,2974.3707942472975,1
B17438,B17442,3432.7514677683816,1
B17438,B17444,4089.8109589387427,1
B17440,B17441,4719.283273900863,1
B17440,B17442,2212.2374209899917,1
B17440,B17444,4224.003308166784,1
B17441,B17442,4050.212252326108,1
B17441,B17444,4632.3530787582085,1
B17442,B17444,3833.883557527804,1
B17446,B17447,3904.250330179247,1
B17446,B17455,3815.0120522709362,1
B17446,B17459,3026.545031335123,1
B17446,B17460,3359.9784065441686,1
B17447,B17455,1748.0412626266043,1
B17447,B17459,3888.668829293476,1
B17447,B17460,2074.8106910383904,1
B17455,B17459,3176.083770906314,1
B17455,B17460,4322.7373356530625,1
B17459,B17460,2094.251006282854,1
B17461,B17463,1589.0931231734266,1
B17461,B17468,2504.560543858873,1
B17461,B17469,2843.4129677869896,1
B17461,B17478,3703.7529707291555,1
B17463,B17468,2999.538757922108,1
B17463,B17469,1337.6296931441734,1
B17463,B17478,4686.571502187788,1
B17468,B17469,4365.682714950328,1
B17468,B17478,1158.4339105853312,1
B17469,B17478,1579.1630160738737,1
B17480,B17482,1715.7412614362447,1
B17480,B17485,1985.6093710529049,1
B17480,B17486,4538.811167471507,1
B17480,B17489,1624.3141032853,1
B17482,B17485,2416.7416646139714,1
B17482,B17486,2018.329342437795,1
B17482,B17489,1993.194907830218,1
B17485,B17486,2270.537245381959,1
B17485,B17489,1901.3887753797726,1
B17486,B17489,3282.006770280209,1
B17491,B17494,3294.124875232944,1
B17491,B17500,2110.017356788341,1
B17491,B17505,4191.810233866192,1
B17491,B17506,3442.1897646458297,1
B17494,B17500,2364.178781285184,1
B17494,B17505,2233.1122336791805,1
B17494,B17506,1223.4342412769954,1
B17500,B17505,1442.8617283216897,1
B17500,B17506,3075.3767874830933,1
B17505,B17506,3882.1653058251686,1
B17509,B17512,1274.38304431131,1
B17509,B17515,1346.648204528861,1
B17509,B17518,2375.728587407488,1
B17509,B17524,1108.7068335589056,1
B17512,B17515,3287.739600866304,1
B17512,B17518,1878.0944173365724,1
B17512,B17524,3707.3498265081935,1
B17515,B17518,2790.4299666143584,1
B17515,B17524,3258.192422917432,1
B17518,B17524,4461.141972556325,1
B17528,B17531,3538.1804873369542,1
B17528,B17533,3344.351990483931,1
B17528,B17538,4935.786833729928,1
B17528,B17543,2914.94230588719,1
B17531,B17533,3987.1705250192413,1
B17531,B17538,4069.435799983933,1
B17531,B17543,2980.300556637,1
B17533,B17538,3197.5110909604678,1
B17533,B17543,1749.8713230139756,1
B17538,B17543,1782.4891372527127,1
B17545,B17552,2839.777988885625,1
B17545,B17554,4152.709360633815,1
B17545,B17556,2194.922517569211,1
B17545,B17558,2776.199384357483,1
B17552,B17554,1643.2036302099852,1
B17552,B17556,2141.188473584901,1
B17552,B17558,3690.4053545916854,1
B17554,B17556,4822.562756439995,1
B17554,B17558,2442.7556155345246,1
B17556,B17558,4293.678545345218,1
B17559,B17560,1337.8777209547068,1
B17559,B17561,3002.373717047929,1
B17559,B17565,2965.220226078288,1
B17559,B17567,1307.5555508139723,1
B17560,B17561,3973.8456028875216,1
B17560,B17565,2083.493515977135,1
B17560,B17567,3900.5728218482177,1
B17561,B17565,2006.4987935024546,1
B17561,B17567,1028.203299570963,1
B17565,B17567,3292.3582673489636,1
B17571,B17573,4511.516334371458,1
B17571,B17575,1148.283881225253,1
B17571,B17581,4093.9279286046158,1
B17571,B17586,3569.68906639781,1
B17573,B17575,3393.3506833767656,1
B17573,B17581,1740.9884483242317,1
B17573,B17586,1408.5664499268637,1
B17575,B17581,3832.7756315080915,1
B17575,B17586,4438.610703787881,1
B17581,B17586,4307.693120941063,1
B17591,B17594,1755.0140821962907,1
B17591,B17596,4002.0144898332674,1
B17591,B17601,4625.401565808879,1
B17591,B17602,4876.372620996559,1
B17594,B17596,4639.650724283174,1
B17594,B17601,3943.201185680643,1
B17594,B17602,1686.3792802644634,1
B17596,B17601,3964.606048802082,1
B17596,B17602,4251.504596704229,1
B17601,B17602,4954.293770894694,1
B17603,B17605,2761.1715844184837,1
B17603,B17608,3129.509105406747,1
B17603,B17610,3577.4820326818062,1
B17603,B17611,2031.215455357875,1
B17605,B17608,3362.9014729132678,1
B17605,B17610,3056.900975234294,1
B17605,B17611,2495.777334376473,1
B17608,B17610,4145.7977591484105,1
B17608,B17611,3748.864645338959,1
B17610,B17611,3977.5059035914555,1
B17613,B17625,3460.421553186742,1
B17613,B17634,1443.8734166712272,1
B17613,B17636,1503.278121761249,1
B17613,B17637,2638.1363657810807,1
B17625,B17634,2981.7733558654963,1
B17625,B17636,2948.1921387430166,1
B17625,B17637,1936.8505345277867,1
B17634,B17636,4570.899018619992,1
B17634,B17637,1328.3329072607862,1
B17636,B17637,4456.157381670178,1
B17655,B17659,3759.3797268967346,1
B17655,B17660,3222.0902064746633,1
B17655,B17665,3556.333872634555,1
B17655,B17673,4984.912160745926,1
B17659,B17660,3767.731935237596,1
B17659,B17665,2806.6153816975925,1
B17659,B17673,4352.054253366712,1
B17660,B17665,4917.667728883446,1
B17660,B17673,2370.5134114342236,1
B17665,B17673,1389.3051676033924,1
B17686,B17688,1251.7728134723436,1
B17686,B17690,2697.509726599138,1
B17686,B17691,4955.69294818942,1
B17686,B17698,2859.738476557686,1
B17688,B17690,4218.91548937454,1
B17688,B17691,2780.6603677141475,1
B17688,B17698,4206.891472625994,1
B17690,B17691,4860.386277504273,1
B17690,B17698,3647.4128429243265,1
B17691,B17698,4920.011049419993,1
B17702,B17704,3415.4369194918604,1
B17702,B17705,1106.0602926475945,1
B17702,B17709,3102.8770278554634,1
B17702,B17711,4407.585128878069,1
B17704,B17705,4166.793527776705,1
B17704,B17709,4010.595361064568,1
B17704,B17711,4740.841897653557,1
B17705,B17709,3223.9224280885,1
B17705,B17711,4556.8806761582255,1
B17709,B17711,3005.686018598189,1
B17714,B17721,4071.6860485741436,1
B17714,B17729,3311.4400562591786,1
B17714,B17736,3505.8338013850116,1
B17714,B17741,1902.0440243766154,1
B17721,B17729,4208.351656454175,1
B17721,B17736,4295.785101083412,1
B17721,B17741,1052.896721118327,1
B17729,B17736,3543.9517167862296,1
B17729,B17741,4933.194164437999,1
B17736,B17741,3818.0324208340094,1
B17743,B17749,2297.3648962916354,1
B17743,B17750,2932.9218279048255,1
B17743,B17752,1878.0906756357267,1
B17743,B17754,2791.582801619491,1
B17749,B17750,3983.333180048738,1
B17749,B17752,4682.521191327051,1
B17749,B17754,1681.353416104372,1
B17750,B17752,3636.612980572134,1
B17750,B17754,3061.970055912952,1
B17752,B17754,4977.5508429053825,1
B17756,B17757,2548.985728542718,1
B17756,B17758,1502.8130321147387,1
B17756,B17762,1659.801704694195,1
B17756,B17765,4187.376541229117,1
B17757,B17758,2576.4507682039157,1
B17757,B17762,3783.805038433999,1
B17757,B17765,1163.1789112553083,1
B17758,B17762,3485.810743894168,1
B17758,B17765,4072.8946720658882,1
B17762,B17765,3119.8536993188286,1
B17768,B17769,3008.479210847566,1
B17768,B17771,2378.3118953016437,1
B17768,B17774,4572.958823105895,1
B17768,B17775,3004.231788403812,1
B17769,B17771,3259.3961050524363,1
B17769,B17774,2170.398367767092,1
B17769,B17775,1397.065139985401,1
B17771,B17774,2915.0676219566585,1
B17771,B17775,1181.5691535537983,1
B17774,B17775,1452.736683805781,1
B17782,B17785,1284.2853772235378,1
B17782,B17788,3828.5904517850636,1
B17782,B17791,1034.0753602933196,1
B17782,B17794,4207.360341834028,1
B17785,B17788,4171.5980260646575,1
B17785,B17791,3623.8938719219,1
B17785,B17794,2861.0559022501866,1
B17788,B17791,4346.591977640534,1
B17788,B17794,4733.784818940087,1
B17791,B17794,3804.3950313800556,1
B17799,B17802,3692.84788449488,1
B17799,B17805,2481.9105958092196,1
B17799,B17808,2227.7249779092353,1
B17799,B17811,2386.276647753792,1
B17802,B17805,3258.7301662536274,1
B17802,B17808,3569.283842615058,1
B17802,B17811,3412.2236216172937,1
B17805,B17808,4430.405194220773,1
B17805,B17811,3193.338890930902,1
B17808,B17811,1172.292804215086,1
B17814,B17820,3565.6461112173074,1
B17814,B17821,3181.693033929305,1
B17814,B17823,3994.1278065844954,1
B17814,B17828,3685.69293260904,1
B17820,B17821,2198.3876323203194,1
B17820,B17823,4697.384535458876,1
B17820,B17828,3648.033410465251,1
B17821,B17823,4034.968544608112,1
B17821,B17828,4548.1222529127535,1
B17823,B17828,2871.425171987011,1
B17829,B17831,3635.1379484641893,1
B17829,B17832,1757.3197393900496,1
B17829,B17834,4136.813606704063,1
B17829,B17835,3718.114193777823,1
B17831,B17832,1748.0383846015957,1
B17831,B17834,3776.2117826066824,1
B17831,B17835,2627.7183962796344,1
B17832,B17834,3261.6793402357935,1
B17832,B17835,3724.4566882295703,1
B17834,B17835,3181.1451024043527,1
B17839,B17845,4311.621118981586,1
B17839,B17846,3023.3612083100306,1
B17839,B17848,1782.3213212516564,1
B17839,B17854,4059.1308616680335,1
B17845,B17846,3029.306309942859,1
B17845,B17848,3055.3864842954213,1
B17845,B17854,1271.0002172964043,1
B17846,B17848,4651.990318063747,1
B17846,B17854,1595.1499997438295,1
B17848,B17854,2900.369357335223,1
B17859,B17861,3748.0244643590895,1
B17859,B17872,4894.341729945756,1
B17859,B17877,3398.4110728346996,1
B17859,B17888,4465.635485848529,1
B17861,B17872,1342.6721161497076,1
B17861,B17877,3357.781086384869,1
B17861,B17888,3118.0831150839467,1
B17872,B17877,2361.3632790303086,1
B17872,B17888,2818.688710359266,1
B17877,B17888,3719.365335685369,1
B17893,B17894,4480.516303538431,1
B17893,B17898,4505.822097545048,1
B17893,B17899,3771.28963804367,1
B17893,B17900,1491.9580590435805,1
B17894,B17898,1360.271901417919,1
B17894,B17899,3304.855228526526,1
B17894,B17900,3308.7680416166377,1
B17898,B17899,2498.794161816231,1
B17898,B17900,3677.5149355738768,1
B17899,B17900,2831.8016971991046,1
B17901,B17906,4320.662859368467,1
B17901,B17907,4139.110649316015,1
B17901,B17908,3694.2404409146197,1
B17901,B17911,4689.774770305294,1
B17906,B17907,1732.914886894952,1
B17906,B17908,1496.7076160828885,1
B17906,B17911,4317.404948042974,1
B17907,B17908,1799.3757305689364,1
B17907,B17911,4715.723403619406,1
B17908,B17911,3903.9722729829555,1
B17914,B17916,2033.4468516774034,1
B17914,B17917,1857.3277715203294,1
B17914,B17919,2224.5707368803915,1
B17914,B17926,2073.9369525908205,1
B17916,B17917,2465.993314339181,1
B17916,B17919,2897.528708252729,1
B17916,B17926,1144.738554256143,1
B17917,B17919,3180.982312794692,1
B17917,B17926,1410.1513661906058,1
B17919,B17926,3530.379031735458,1
B17927,B17930,3822.0051385437932,1
B17927,B17931,2460.074667148697,1
B17927,B17936,4238.3841460513595,1
B17927,B17940,1547.0530958868953,1
B17930,B17931,4494.0760223361685,1
B17930,B17936,3844.7262315709854,1
B17930,B17940,3785.3196939581035,1
B17931,B17936,2058.8050343578975,1
B17931,B17940,3946.7871409670197,1
B17936,B17940,4921.183549824533,1
B17942,B17944,4561.945894676386,1
B17942,B17948,1919.5289844459971,1
B17942,B17952,2046.8726106599418,1
B17942,B17953,2318.710555230782,1
B17944,B17948,4183.94471037953,1
B17944,B17952,1923.7219171348179,1
B17944,B17953,1261.81653517032,1
B17948,B17952,3477.5402126367117,1
B17948,B17953,3975.530359157984,1
B17952,B17953,1772.2842220500202,1
B17954,B17956,2101.5109977127095,1
B17954,B17957,1548.6574340012833,1
B17954,B17959,1581.5230432147787,1
B17954,B17964,4684.483741094448,1
B17956,B17957,2495.032261305612,1
B17956,B17959,3639.1582289080957,1
B17956,B17964,3996.8253629943565,1
B17957,B17959,4116.17072689417,1
B17957,B17964,4184.901178833615,1
B17959,B17964,1953.716102280454,1
B17973,B17974,4630.442478959915,1
B17973,B17979,3818.105274624955,1
B17973,B17983,2801.4404101905184,1
B17973,B17986,3729.9606891213666,1
B17974,B17979,4777.306412246224,1
B17974,B17983,2424.317065706655,1
B17974,B17986,3165.9502282420053,1
B17979,B17983,1222.5019432346764,1
B17979,B17986,2672.624665708813,1
B17983,B17986,3994.2852600087067,1
B17992,B17993,4788.414145369287,1
B17992,B17994,2538.9050012248,1
B17992,B17995,4532.390500228523,1
B17992,B18003,1188.491946815691,1
B17993,B17994,1987.947265596548,1
B17993,B17995,2262.3164758955545,1
B17993,B18003,3012.3938081054034,1
B17994,B17995,2000.7287750343758,1
B17994,B18003,2390.2025598976375,1
B17995,B18003,4601.056774886805,1
B18006,B18009,4733.048811616001,1
B18006,B18012,2807.3476718406864,1
B18006,B18013,3916.7831475973285,1
B18006,B18014,3068.516449731469,1
B18009,B18012,2306.983418627443,1
B18009,B18013,3073.3956778445113,1
B18009,B18014,4984.22031200997,1
B18012,B18013,2372.0026356175867,1
B18012,B18014,3721.1461274810254,1
B18013,B18014,1786.9146166815892,1
B18015,B18021,4353.631404146014,1
B18015,B18022,2751.2054913647708,1
B18015,B18025,1496.4920779825866,1
B18015,B18026,4223.848402237493,1
B18021,B18022,2370.652081904661,1
B18021,B18025,1677.0682010445034,1
B18021,B18026,2621.6796897263566,1
B18022,B18025,3843.591855116961,1
B18022,B18026,1834.3997158463612,1
B18025,B18026,4431.362251024631,1
B18027,B18030,2506.8897264512852,1
B18027,B18031,2700.256765029793,1
B18027,B18032,4307.37251352084,1
B18027,B18033,1036.6182364632648,1
B18030,B18031,3346.523245218341,1
B18030,B18032,4747.835929904453,1
B18030,B18033,2778.4648413433156,1
B18031,B18032,1641.998864166761,1
B18031,B18033,3469.8497032433565,1
B18032,B18033,2823.1177632351782,1
B18036,B18037,4136.775254622176,1
B18036,B18039,2722.943686053574,1
B18036,B18043,1008.3334837257416,1
B18036,B18053,1152.1251264167431,1
B18037,B18039,1507.8909049777099,1
B18037,B18043,4386.724849183903,1
B18037,B18053,4213.752721766683,1
B18039,B18043,4388.72135390719,1
B18039,B18053,4044.2876906547963,1
B18043,B18053,3828.2544907626725,1
B18057,B18059,3614.0805534757155,1
B18057,B18067,3443.726937512798,1
B18057,B18068,1624.807937497107,1
B18057,B18071,3066.4230492333263,1
B18059,B18067,4444.694702653391,1
B18059,B18068,2969.2972813017345,1
B18059,B18071,3174.33713815793,1
B18067,B18068,4561.645100471753,1
B18067,B18071,3989.565322748691,1
B18068,B18071,4399.905926730028,1
B18072,B18078,4897.226728512904,1
B18072,B18079,2845.6259029068583,1
B18072,B18084,2607.8901939549296,1
B18072,B18086,4328.242878179555,1
B18078,B18079,2329.2701494075636,1
B18078,B18084,4425.930774300716,1
B18078,B18086,3178.970086880979,1
B18079,B18084,3951.511811086067,1
B18079,B18086,4994.635952489007,1
B18084,B18086,3483.9725035963133,1
B18088,B18089,4802.518377083938,1
B18088,B18094,4635.042638873034,1
B18088,B18099,4965.992068603798,1
B18088,B18105,1412.610127715007,1
B18089,B18094,2992.0372585387604,1
B18089,B18099,3695.8859565083826,1
B18089,B18105,4151.047574672948,1
B18094,B18099,3628.247496550268,1
B18094,B18105,3888.034532042903,1
B18099,B18105,2383.9705188219787,1
B18114,B18116,3156.7422235285176,1
B18114,B18118,4218.751104647665,1
B18114,B18120,3564.0185030854454,1
B18114,B18122,2224.4637853034424,1
B18116,B18118,4475.253307930054,1
B18116,B18120,1192.4031044128983,1
B18116,B18122,4496.681585981503,1
B18118,B18120,4320.911912420498,1
B18118,B18122,4710.976277303996,1
B18120,B18122,3634.7491866353134,1
B18123,B18126,4166.836523539538,1
B18123,B18127,3990.7563587431628,1
B18123,B18131,4170.355726383147,1
B18123,B18134,3427.1402410033184,1
B18126,B18127,4169.525007831107,1
B18126,B18131,4437.45475794435,1
B18126,B18134,1002.0171827119193,1
B18127,B18131,3890.07380625601,1
B18127,B18134,4613.190716206384,1
B18131,B18134,1981.4474260416805,1
B18137,B18140,4071.5185215437264,1
B18137,B18142,2972.641466233794,1
B18137,B18145,2506.913047941106,1
B18137,B18150,4664.952482235321,1
B18140,B18142,4874.001775349864,1
B18140,B18145,2129.1974335834607,1
B18140,B18150,2169.3962804444836,1
B18142,B18145,2339.1257315236153,1
B18142,B18150,3551.200986291198,1
B18145,B18150,2928.45287786495,1
B18151,B18153,1640.0066874862164,1
B18151,B18156,2914.9518863295925,1
B18151,B18159,2304.5388918571252,1
B18151,B18163,1166.7371386005136,1
B18153,B18156,2985.786344147152,1
B18153,B18159,3794.1368399700013,1
B18153,B18163,1359.123771778147,1
B18156,B18159,4400.156005564842,1
B18156,B18163,1321.4671357571967,1
B18159,B18163,3886.0696685292774,1
B18169,B18170,1284.3684338399207,1
B18169,B18172,3455.733406620878,1
B18169,B18173,1208.2996315977277,1
B18169,B18175,1963.0788512657987,1
B18170,B18172,4146.6487190055295,1
B18170,B18173,1439.3828193899503,1
B18170,B18175,3976.6661430979734,1
B18172,B18173,4634.494906199671,1
B18172,B18175,1748.2935266776303,1
B18173,B18175,3367.899798119662,1
B18177,B18182,2155.027642881829,1
B18177,B18184,2584.9956895725877,1
B18177,B18190,3654.1017146841587,1
B18177,B18191,2147.0244937953576,1
B18182,B18184,1206.8951673543693,1
B18182,B18190,1764.0334209003804,1
B18182,B18191,3551.3235591895254,1
B18184,B18190,4797.813926079729,1
B18184,B18191,4971.942286049425,1
B18190,B18191,3153.352260784867,1
B18196,B18197,4283.251806741091,1
B18196,B18201,1562.368999439287,1
B18196,B18204,1571.8315342347682,1
B18196,B18211,1331.171839801784,1
B18197,B18201,2070.1824471760624,1
B18197,B18204,2618.6416655253333,1
B18197,B18211,3382.200985558434,1
B18201,B18204,2180.3853897667996,1
B18201,B18211,3630.0566593610893,1
B18204,B18211,4659.521899730862,1
B18214,B18215,2627.777749784265,1
B18214,B18216,3830.7816672400213,1
B18214,B18219,4750.790475552967,1
B18214,B18221,4940.160162418995,1
B18215,B18216,2960.5337661377507,1
B18215,B18219,1473.9777111074886,1
B18215,B18221,4091.1524488027862,1
B18216,B18219,2051.2722453261968,1
B18216,B18221,3979.333351375416,1
B18219,B18221,3110.8483803677154,1
B18222,B18231,4061.040699319593,1
B18222,B18241,3080.172313850404,1
B18222,B18242,2015.8797114742006,1
B18222,B18243,1199.4617072695974,1
B18231,B18241,1706.6792285805286,1
B18231,B18242,1260.316212111929,1
B18231,B18243,1843.6960136085631,1
B18241,B18242,1034.8197560762835,1
B18241,B18243,2479.1128713303897,1
B18242,B18243,2363.89670922328,1
B18244,B18247,4890.2956248341125,1
